Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
14151 Auburn,22092682.,Salenbien Trucking & Excavating Inc.,22260.37,07/26/2018,No,1,42.389476,-83.2349,"location
(42.389476, -83.2349)",Westwood Park
15046 Manning,21023102.,Rickman Enterprise Group,12766.55,09/26/2018,No,3,42.440731,-82.965988,"location
(42.440731, -82.965988)",Regent Park
13425 Jane,21011888.,Den-Man Contractors,15600.00,10/17/2018,No,4,42.419247,-82.97777,"location
(42.419247, -82.97777)",Eden Gardens
1216 Waterman,18008128.,Den-Man Contractors,29080.00,10/17/2018,No,6,42.308758,-83.110956,"location
(42.308758, -83.110956)",Central Southwest
13618 Eastwood,21019483.,Rickman Enterprise Group,18202.55,09/26/2018,No,3,42.432862,-82.984572,"location
(42.432862, -82.984572)",Franklin
6024 Proctor,18012711.,Homrich,14488.25,09/02/2018,No,6,42.340336,-83.141975,"location
(42.340336, -83.141975)",Claytown
6053 Proctor,18012753.,Homrich,12500.25,09/02/2018,No,6,42.340512,-83.142694,"location
(42.340512, -83.142694)",Claytown
15415 Glenwood,21018297.,DMC Consultants,11904.00,09/04/2018,No,4,42.431106,-82.962564,"location
(42.431106, -82.962564)",Mapleridge
2638 Liddesdale,20013536.,Den-Man Contractors,10973.00,10/17/2018,No,6,42.268654,-83.157817,"location
(42.268654, -83.157817)",Boynton
2470 Liddesdale,20013553.,Den-Man Contractors,13250.00,10/17/2018,No,6,42.270211,-83.156521,"location
(42.270211, -83.156521)",Boynton
15107 Fordham,21019926.,Rickman Enterprise Group,21507.55,09/26/2018,No,4,42.434797,-82.96581,"location
(42.434797, -82.96581)",Mapleridge
7451 Prairie,18013540-1,Gayanga Co,36040.90,10/15/2018,No,6,42.347936,-83.143197,"location
(42.347936, -83.143197)",Midwest
10135 Boleyn,21074769.,Salenbien Trucking & Excavating Inc.,12130.50,08/06/2018,No,4,42.418537,-82.943772,"location
(42.418537, -82.943772)",Yorkshire Woods
4603 Neff,21076329.,DMC Consultants,13656.00,09/16/2018,No,4,42.405746,-82.924002,"location
(42.405746, -82.924002)",Cornerstone Village
17634 Hoover,21036157-9,Rickman Enterprise Group,16388.10,09/26/2018,No,3,42.424368,-83.003853,"location
(42.424368, -83.003853)",Von Steuben
19310 Hoover,21036282.,Den-Man Contractors,15660.00,10/17/2018,No,3,42.436525,-83.004397,"location
(42.436525, -83.004397)",Pulaski
8890 Mansfield,22057010.005,Able Demolition,23500.34,08/23/2018,No,7,42.35943,-83.203012,"location
(42.35943, -83.203012)",Joy Community
5961 Philip,21060477.,Salenbien Trucking & Excavating Inc.,13680.00,08/06/2018,No,4,42.403491,-82.961799,"location
(42.403491, -82.961799)",Chandler Park-Chalmers
12018 Grandmont,22064760.,Able Demolition,22291.34,08/23/2018,No,7,42.374896,-83.209353,"location
(42.374896, -83.209353)",Plymouth-I96
15115 Linnhurst,21018612.,Rickman Enterprise Group,15282.55,09/26/2018,No,4,42.431801,-82.965605,"location
(42.431801, -82.965605)",Mapleridge
12066 Minock,22090736.,Able Demolition,15877.34,08/23/2018,No,7,42.375141,-83.232337,"location
(42.375141, -83.232337)",Weatherby
14144 Houston-Whittier,21014411.,Salenbien Trucking & Excavating Inc.,16993.80,08/06/2018,No,4,42.420317,-82.978342,"location
(42.420317, -82.978342)",Eden Gardens
14838 Prest,22048592.,Able Demolition,16059.00,06/28/2018,No,1,42.397387,-83.196997,"location
(42.397387, -83.196997)",Hubbell-Lyndon
15116 Faircrest,21018706.,Rickman Enterprise Group,11561.55,09/26/2018,No,4,42.432135,-82.965609,"location
(42.432135, -82.965609)",Mapleridge
15106 Faircrest,21018707.,Rickman Enterprise Group,16836.55,09/26/2018,No,4,42.432131,-82.965743,"location
(42.432131, -82.965743)",Mapleridge
5804 Beaconsfield,21065738.,Salenbien Trucking & Excavating Inc.,36670.00,08/06/2018,No,4,42.405156,-82.953722,"location
(42.405156, -82.953722)",Morningside
3195 Greyfriars,20015505.,Homrich,19830.25,09/02/2018,No,6,42.266089,-83.165708,"location
(42.266089, -83.165708)",Boynton
9379 Meyers,22020638.,Den-Man Contractors,10730.00,10/17/2018,No,7,42.365028,-83.16825,"location
(42.365028, -83.16825)",Barton-McFarland
9552 Appoline,22020846.,Blue Star,17265.00,09/26/2018,No,7,42.366815,-83.168806,"location
(42.366815, -83.168806)",Barton-McFarland
12610 Dresden,21034599.,Gayanga Co,13613.31,10/15/2018,No,4,42.419612,-82.995847,"location
(42.419612, -82.995847)",LaSalle College Park
21435 Karl,22015372.,Den-Man Contractors,15040.00,10/17/2018,No,1,42.422905,-83.253971,"location
(42.422905, -83.253971)",Holcomb Community
16018 Rossini Drive,21024728.,Salenbien Trucking & Excavating Inc.,17960.90,06/27/2018,No,3,42.443587,-82.955496,"location
(42.443587, -82.955496)",Regent Park
11685 Appoline,22021867.,Blue Star,20805.00,09/26/2018,No,7,42.374444,-83.169786,"location
(42.374444, -83.169786)",Pride Area Community
14673 Tuller,16027098.,Able Demolition,22293.34,08/23/2018,No,7,42.397861,-83.147166,"location
(42.397861, -83.147166)",Chalfonte
15495 Westbrook,22110170.,Den-Man Contractors,13768.00,10/17/2018,No,1,42.403593,-83.250973,"location
(42.403593, -83.250973)",Brightmoor
9324 Cheyenne,22025609.,Den-Man Contractors,12279.00,10/17/2018,No,7,42.364153,-83.17362,"location
(42.364153, -83.17362)",Barton-McFarland
4409 Three Mile Dr,21071304.,Salenbien Trucking & Excavating Inc.,18212.00,08/06/2018,No,4,42.39869,-82.937938,"location
(42.39869, -82.937938)",Morningside
15300 Saratoga,21018989.,Rickman Enterprise Group,14505.55,09/26/2018,No,4,42.432946,-82.963331,"location
(42.432946, -82.963331)",Mapleridge
20569 Pelkey,21030038.,Gayanga Co,9836.31,10/15/2018,No,3,42.44863,-82.987196,"location
(42.44863, -82.987196)",Conner Creek
15891 E State Fair,21024570.,Salenbien Trucking & Excavating Inc.,13820.40,06/28/2018,No,3,42.44314,-82.956708,"location
(42.44314, -82.956708)",Regent Park
9944 Bishop,21073655.,Salenbien Trucking & Excavating Inc.,20799.00,07/26/2018,No,4,42.417048,-82.943591,"location
(42.417048, -82.943591)",Yorkshire Woods
5055 Lodewyck,21077947.,Salenbien Trucking & Excavating Inc.,11907.25,08/06/2018,No,4,42.410202,-82.921187,"location
(42.410202, -82.921187)",Cornerstone Village
2966 Dickerson,21049012.,Salenbien Trucking & Excavating Inc.,17366.80,08/06/2018,No,4,42.380956,-82.95917,"location
(42.380956, -82.95917)",Riverbend
14722 Maddelein,21021429.,Rickman Enterprise Group,22924.55,09/26/2018,No,3,42.435833,-82.971059,"location
(42.435833, -82.971059)",Regent Park
5634 Elmer,20008795.,Blue Star,15370.00,09/26/2018,No,6,42.334684,-83.144468,"location
(42.334684, -83.144468)",Claytown
5532 Neff,21076202.005,DMC Consultants,15230.00,09/16/2018,No,4,42.411772,-82.927097,"location
(42.411772, -82.927097)",Cornerstone Village
15510 Westbrook,22109763.,Den-Man Contractors,12775.00,10/17/2018,No,1,42.403837,-83.250258,"location
(42.403837, -83.250258)",Brightmoor
14540 Tuller,16026754.,Able Demolition,24491.34,08/23/2018,No,7,42.396047,-83.146448,"location
(42.396047, -83.146448)",Chalfonte
6332 Walton,18003759.,Homrich,18146.25,09/02/2018,No,6,42.346849,-83.132734,"location
(42.346849, -83.132734)",Midwest
15087 Blackstone,22109387.,Blue Star,13056.00,10/17/2018,No,1,42.399162,-83.249588,"location
(42.399162, -83.249588)",Brightmoor
8871 Longworth,20002933.,Homrich,20963.25,09/02/2018,No,6,42.302321,-83.131461,"location
(42.302321, -83.131461)",Springwells
2951 Chalmers,21056095.,Salenbien Trucking & Excavating Inc.,13531.80,08/06/2018,No,4,42.383468,-82.951322,"location
(42.383468, -82.951322)",Riverbend
11408 Evergreen,22095410.,Salenbien Trucking & Excavating Inc.,13244.50,08/04/2016,No,7,42.371091,-83.23579,"location
(42.371091, -83.23579)",Franklin Park
5634 Casper,20006861.,Blue Star,14586.00,09/26/2018,No,6,42.335784,-83.141676,"location
(42.335784, -83.141676)",Claytown
4692 CHALMERS,21055395.,Salenbien Trucking & Excavating Inc.,36346.00,08/06/2018,No,4,42.39326,-82.957793,"location
(42.39326, -82.957793)",Fox Creek
12451 Visger,20018685-6,Den-Man Contractors,12650.00,10/17/2018,No,6,42.267176,-83.159562,"location
(42.267176, -83.159562)",Boynton
20453 Pinehurst,16044067.,Able Demolition,17239.34,08/23/2018,No,2,42.443928,-83.168243,"location
(42.443928, -83.168243)",Pembroke
4309 Alter,21063058.,Salenbien Trucking & Excavating Inc.,22848.25,08/06/2018,No,4,42.392086,-82.951253,"location
(42.392086, -82.951253)",Fox Creek
12941 Hayes,21056614-5,Rickman Enterprise Group,28266.55,09/26/2018,No,4,42.426271,-82.965627,"location
(42.426271, -82.965627)",Mapleridge
14651 Pierson,22106995-6,Blue Star,15597.00,10/17/2018,No,1,42.395479,-83.246047,"location
(42.395479, -83.246047)",Brightmoor
4804 Maryland,21064233.,Able Demolition,24456.00,06/28/2018,No,4,42.396842,-82.951387,"location
(42.396842, -82.951387)",Morningside
12957 Vaughan,22098411.,Blue Star,21647.00,10/17/2018,No,1,42.383809,-83.238087,"location
(42.383809, -83.238087)",Brightmoor
14406 Westbrook,22109679.,Blue Star,17530.00,10/17/2018,No,1,42.392332,-83.249946,"location
(42.392332, -83.249946)",Brightmoor
15106 Linnhurst,21018372.,Rickman Enterprise Group,13280.55,09/26/2018,No,4,42.431378,-82.965717,"location
(42.431378, -82.965717)",Mapleridge
19957 Hamburg,21033928.,Rickman Enterprise Group,19088.11,09/26/2018,No,3,42.443178,-82.99796,"location
(42.443178, -82.99796)",Conner Creek
18601 Hamburg,21034017.,Den-Man Contractors,17360.00,10/17/2018,No,3,42.431116,-82.997526,"location
(42.431116, -82.997526)",Von Steuben
14184 Blackstone,22109036.,Blue Star,13780.00,10/17/2018,No,1,42.389673,-83.248601,"location
(42.389673, -83.248601)",Brightmoor
6319 Barlum,18006951.,Homrich,21555.25,09/02/2018,No,6,42.343529,-83.130031,"location
(42.343529, -83.130031)",Claytown
5623 Livernois,18006972.,Blue Star,15876.00,09/26/2018,No,6,42.34103,-83.128006,"location
(42.34103, -83.128006)",Claytown
9156 Woodhall,21075977.,Salenbien Trucking & Excavating Inc.,14459.00,08/06/2018,No,4,42.419327,-82.935187,"location
(42.419327, -82.935187)",Yorkshire Woods
12746 Terry,22042898.031,Den-Man Contractors,25616.00,07/26/2018,No,1,42.382101,-83.19098,"location
(42.382101, -83.19098)",Schoolcraft Southfield
20575 Hamburg,21033885.,Den-Man Contractors,17820.00,10/17/2018,No,3,42.448465,-82.998196,"location
(42.448465, -82.998196)",Conner Creek
5227 Haverhill,21070229.,Salenbien Trucking & Excavating Inc.,25375.50,08/06/2018,No,4,42.403283,-82.94451,"location
(42.403283, -82.94451)",Morningside
10030 Nottingham,21066546.,DMC Consultants,14770.00,09/16/2018,No,4,42.412387,-82.952641,"location
(42.412387, -82.952641)",Outer Drive-Hayes
6790 Evergreen,22094991.,Able Demolition,15372.80,08/23/2018,No,7,42.340796,-83.234898,"location
(42.340796, -83.234898)",Warrendale
15801 Burgess,22112305.,Den-Man Contractors,13630.00,10/17/2018,No,1,42.405881,-83.254937,"location
(42.405881, -83.254937)",Brightmoor
15811 Chatham,22117152.,Den-Man Contractors,12780.00,10/17/2018,No,1,42.405901,-83.263688,"location
(42.405901, -83.263688)",Brightmoor
15521 Beaverland,22118619.,Den-Man Contractors,12125.00,10/17/2018,No,1,42.403723,-83.265974,"location
(42.403723, -83.265974)",Brightmoor
11614 W Outer Drive,22125854.,Blue Star,15811.00,10/17/2018,No,1,42.396599,-83.257171,"location
(42.396599, -83.257171)",Brightmoor
4647 Vinewood,14009066.,Blue Star,21707.00,09/26/2018,No,6,42.341465,-83.104297,"location
(42.341465, -83.104297)",Chadsey Condon
15701 Hazelton,22120180.,Den-Man Contractors,12719.00,10/17/2018,No,1,42.403942,-83.26836,"location
(42.403942, -83.26836)",Brightmoor
19970 Joann,21030680.,Rickman Enterprise Group,12393.55,09/26/2018,No,3,42.443426,-82.990004,"location
(42.443426, -82.990004)",Conner Creek
16246 Lamphere,22116331.001,Den-Man Contractors,14830.00,10/17/2018,No,1,42.409063,-83.261539,"location
(42.409063, -83.261539)",Riverdale
6915 Auburn,22092977.,Able Demolition,16926.80,07/26/2018,No,7,42.342547,-83.233193,"location
(42.342547, -83.233193)",Warrendale
4801 Newport,21054052.,Den-Man Contractors,36250.00,09/20/2018,No,4,42.39302,-82.960539,"location
(42.39302, -82.960539)",Fox Creek
15479 Dolphin,22114960.,Den-Man Contractors,11765.00,10/17/2018,No,1,42.403207,-83.259749,"location
(42.403207, -83.259749)",Brightmoor
3723 23rd St,12008338.,Den-Man Contractors,13939.00,10/17/2018,No,6,42.337009,-83.094599,"location
(42.337009, -83.094599)",Chadsey Condon
3046 Beatrice,20012766.,Den-Man Contractors,12580.00,10/17/2018,No,6,42.264381,-83.158319,"location
(42.264381, -83.158319)",Boynton
2344 Edsel,20014758.,Gayanga Co,14756.00,10/23/2018,No,6,42.272164,-83.15759,"location
(42.272164, -83.15759)",Boynton
6404 Devereaux,18002984.,Gayanga Co,20219.88,10/15/2018,No,6,42.338925,-83.127914,"location
(42.338925, -83.127914)",Claytown
6345 Pelouze,18002577.,Blue Star,17266.00,09/26/2018,No,6,42.33454,-83.124022,"location
(42.33454, -83.124022)",Claytown
15483 Bramell,22117817.,Den-Man Contractors,10715.00,10/17/2018,No,1,42.40326,-83.264814,"location
(42.40326, -83.264814)",Brightmoor
6000 16th St,10006186.,Blue Star,32528.00,09/26/2018,No,5,42.357575,-83.093647,"location
(42.357575, -83.093647)",NW Goldberg
18710 Dresden,21034694.,Den-Man Contractors,13840.00,10/17/2018,No,3,42.432561,-82.9993,"location
(42.432561, -82.9993)",Von Steuben
19167 OMIRA,09022977.,Gayanga Co,11168.81,10/15/2018,No,3,42.43345,-83.096272,"location
(42.43345, -83.096272)",Nolan
2512 Livernois,16017048.,Gayanga Co,10929.20,10/15/2018,No,6,42.320144,-83.111909,"location
(42.320144, -83.111909)",Central Southwest
2900 Hammond,16015689.,Den-Man Contractors,15300.00,10/17/2018,No,6,42.324018,-83.111554,"location
(42.324018, -83.111554)",Central Southwest
11820 W Outer Drive,22125881.,Blue Star,16530.00,10/17/2018,No,1,42.393762,-83.257059,"location
(42.393762, -83.257059)",Brightmoor
16731 Lahser,22113733.,Den-Man Contractors,15880.00,10/17/2018,No,1,42.411923,-83.257679,"location
(42.411923, -83.257679)",Riverdale
8609 Piedmont,22087787.,Salenbien Trucking & Excavating Inc.,12568.00,10/17/2018,No,7,42.356057,-83.228903,"location
(42.356057, -83.228903)",Warrendale
8942 Rutherford,22055736.015,Able Demolition,16540.34,08/23/2018,No,7,42.360075,-83.202083,"location
(42.360075, -83.202083)",Joy Community
15520 Dacosta,22115653.,Den-Man Contractors,15490.00,10/17/2018,No,1,42.403767,-83.260297,"location
(42.403767, -83.260297)",Brightmoor
6908 Evergreen,22095008.,Able Demolition,18914.80,08/23/2018,No,7,42.342428,-83.234953,"location
(42.342428, -83.234953)",Warrendale
7418 St Marys,22058265.,Salenbien Trucking & Excavating Inc.,14638.00,10/17/2018,No,7,42.346264,-83.20343,"location
(42.346264, -83.20343)",Warren Ave Community
6190 Wabash,08008955.,Gayanga Co,12741.88,10/15/2018,No,5,42.361162,-83.091752,"location
(42.361162, -83.091752)",Elijah McCoy
952 E Hildale,09007114.,DMC Consultants,24282.00,09/16/2018,No,3,42.428407,-83.093293,"location
(42.428407, -83.093293)",Hawthorne Park
5657 W Fisher,16000365.,Gayanga Co,14025.00,10/23/2018,No,6,42.310169,-83.097622,"location
(42.310169, -83.097622)",Delray
5940 Chatsworth,21068975-9,Salenbien Trucking & Excavating Inc.,12709.00,08/06/2018,No,4,42.407481,-82.950083,"location
(42.407481, -82.950083)",Morningside
5951 Devonshire,21070540.,Salenbien Trucking & Excavating Inc.,23218.75,08/06/2018,No,4,42.408809,-82.946968,"location
(42.408809, -82.946968)",Morningside
16274 Rossini Drive,21024704.,Salenbien Trucking & Excavating Inc.,16102.40,08/06/2018,No,3,42.443563,-82.952053,"location
(42.443563, -82.952053)",Regent Park
6534 Horatio,18002684.,Gayanga Co,20673.55,10/15/2018,No,6,42.334866,-83.12706,"location
(42.334866, -83.12706)",Claytown
4600 52nd St,18011810.,Blue Star,28950.00,09/26/2018,No,6,42.329712,-83.135034,"location
(42.329712, -83.135034)",Claytown
7166 Edward,18001862.,Gayanga Co,15833.80,10/15/2018,No,6,42.326528,-83.129842,"location
(42.326528, -83.129842)",Claytown
4071 32nd St,16012116.,Gayanga Co,18454.30,10/15/2018,No,6,42.334259,-83.112053,"location
(42.334259, -83.112053)",Chadsey Condon
19536 Joann,21030657.,Den-Man Contractors,17940.00,10/17/2018,No,3,42.439043,-82.989824,"location
(42.439043, -82.989824)",Pulaski
19685 Fleming,09014717.,Gayanga Co,18923.83,10/15/2018,No,3,42.439005,-83.079752,"location
(42.439005, -83.079752)",Nolan
6363 Gladys,18002999.,Gayanga Co,14294.88,10/15/2018,No,6,42.339374,-83.127906,"location
(42.339374, -83.127906)",Claytown
17870 Bradford,21035030.,Den-Man Contractors,17009.00,10/17/2018,No,3,42.426513,-83.000336,"location
(42.426513, -83.000336)",Von Steuben
9269 Patton,22104777.,Rickman Enterprise Group,13497.40,09/26/2018,No,7,42.362489,-83.242486,"location
(42.362489, -83.242486)",Franklin Park
19134 Westphalia,21031647.,Den-Man Contractors,33760.00,10/17/2018,No,3,42.435354,-82.992047,"location
(42.435354, -82.992047)",Pulaski
11384 Sorrento,22023381.,Blue Star,19046.00,09/26/2018,No,7,42.372011,-83.171466,"location
(42.372011, -83.171466)",Barton-McFarland
8248 Stout,22100986.006,Salenbien Trucking & Excavating Inc.,13448.50,10/17/2018,No,7,42.352801,-83.239058,"location
(42.352801, -83.239058)",Warrendale
3510 Beatrice,20012724.,Den-Man Contractors,14910.00,10/17/2018,No,6,42.260662,-83.161496,"location
(42.260662, -83.161496)",Boynton
1920 Edsel,20014788.,Den-Man Contractors,25430.00,10/17/2018,No,6,42.274386,-83.155738,"location
(42.274386, -83.155738)",Boynton
2432 Edsel,20014751.,Gayanga Co,11099.80,10/15/2018,No,6,42.271556,-83.158097,"location
(42.271556, -83.158097)",Boynton
19156 Langholm,17015817.,Den-Man Contractors,11400.00,10/17/2018,No,3,42.435192,-83.010916,"location
(42.435192, -83.010916)",Pulaski
15105 Fairfield,12012215-6,Blue Star,51676.00,09/26/2018,No,2,42.402276,-83.134691,"location
(42.402276, -83.134691)",Dexter-Fenkell
3582 Beatrice,20012715.,Gayanga Co,20019.78,10/15/2018,No,6,42.259829,-83.162211,"location
(42.259829, -83.162211)",Boynton
12796 Downing,20018344.,Den-Man Contractors,29450.00,10/17/2018,No,6,42.27303,-83.159977,"location
(42.27303, -83.159977)",Boynton
4457 52nd St,18011842.,Gayanga Co,23193.55,10/15/2018,No,6,42.329166,-83.135322,"location
(42.329166, -83.135322)",Claytown
17322 Bradford,21035007.,Den-Man Contractors,18500.00,10/17/2018,No,3,42.423965,-83.000222,"location
(42.423965, -83.000222)",Von Steuben
18644 Goddard,09014067.,DMC Consultants,33251.00,09/16/2018,No,3,42.430369,-83.077843,"location
(42.430369, -83.077843)",Northeast Central District
2940 Livernois,16017090.,Den-Man Contractors,12330.00,10/17/2018,No,6,42.323543,-83.114356,"location
(42.323543, -83.114356)",Central Southwest
3944 Livernois,16017151.,Gayanga Co,11753.00,10/15/2018,No,6,42.330075,-83.119182,"location
(42.330075, -83.119182)",Central Southwest
4763 Springwells,20005418.,Gayanga Co,14443.65,10/15/2018,No,6,42.330094,-83.139504,"location
(42.330094, -83.139504)",Claytown
9162 Sorrento,22023307.,Blue Star,25076.00,09/26/2018,No,7,42.361949,-83.171163,"location
(42.361949, -83.171163)",Barton-McFarland
11430 Sorrento,22023388.,Blue Star,16657.00,09/26/2018,No,7,42.372614,-83.171487,"location
(42.372614, -83.171487)",Barton-McFarland
10833 Lakepointe,21064988-9,Den-Man Contractors,15280.00,10/17/2018,No,4,42.417863,-82.953782,"location
(42.417863, -82.953782)",Denby
8343 Strathmoor,22038647.,Den-Man Contractors,15870.00,10/17/2018,No,7,42.355596,-83.186207,"location
(42.355596, -83.186207)",Joy-Schaefer
19403 Goulburn,21032344.,Den-Man Contractors,13159.00,10/17/2018,No,3,42.438009,-82.99415,"location
(42.438009, -82.99415)",Pulaski
12780 Downing,20018342.,Den-Man Contractors,20790.00,10/17/2018,No,6,42.272928,-83.159757,"location
(42.272928, -83.159757)",Boynton
3938 Livernois,16017150.,Gayanga Co,14337.44,10/15/2018,No,6,42.330003,-83.119128,"location
(42.330003, -83.119128)",Central Southwest
5671 Otis,16001465.,Den-Man Contractors,64110.00,10/17/2018,No,6,42.328238,-83.111037,"location
(42.328238, -83.111037)",Central Southwest
19937 Strasburg,21034379.,Den-Man Contractors,15870.00,10/17/2018,No,3,42.442707,-82.999263,"location
(42.442707, -82.999263)",Conner Creek
4477 Freer,18011711.,Blue Star,23911.00,09/26/2018,No,6,42.330067,-83.133512,"location
(42.330067, -83.133512)",Claytown
9100 Plainview,22093737.,Rickman Enterprise Group,13490.40,09/26/2018,No,7,42.360801,-83.234399,"location
(42.360801, -83.234399)",Franklin Park
4847 ST HEDWIG,16001394.,Gayanga Co,7557.52,10/15/2018,No,6,42.328414,-83.108066,"location
(42.328414, -83.108066)",Central Southwest
17659 RUNYON,17014821.,Den-Man Contractors,14120.00,10/17/2018,No,3,42.424634,-83.007022,"location
(42.424634, -83.007022)",Von Steuben
19757 Hamburg,21033938.,Rickman Enterprise Group,13355.11,09/26/2018,No,3,42.441165,-82.997948,"location
(42.441165, -82.997948)",Pulaski
12594 Filbert,21012716.,Gayanga Co,19043.16,10/15/2018,No,4,42.41694,-82.988189,"location
(42.41694, -82.988189)",Eden Gardens
12810 Whitcomb,22047348.,Salenbien Trucking & Excavating Inc.,14523.00,10/17/2018,No,1,42.38247,-83.195223,"location
(42.38247, -83.195223)",Schoolcraft Southfield
12026 Findlay,21012927.,Gayanga Co,13577.31,10/15/2018,No,4,42.414966,-82.995122,"location
(42.414966, -82.995122)",Gratiot-Findlay
2943 Annabelle,20012953.,Gayanga Co,20693.55,10/15/2018,No,6,42.265754,-83.157712,"location
(42.265754, -83.157712)",Boynton
3588 Annabelle,20013062.,Gayanga Co,13377.84,10/15/2018,No,6,42.260158,-83.163081,"location
(42.260158, -83.163081)",Boynton
1916 Electric,20014249.,Den-Man Contractors,29150.00,10/17/2018,No,6,42.274142,-83.154796,"location
(42.274142, -83.154796)",Boynton
5873 Renville,20010079.,Gayanga Co,16518.88,10/15/2018,No,6,42.335743,-83.14973,"location
(42.335743, -83.14973)",Claytown
8269 Patton,22104859-60,Salenbien Trucking & Excavating Inc.,14899.00,10/17/2018,No,7,42.353024,-83.242236,"location
(42.353024, -83.242236)",Warrendale
8832 Plainview,22093711.,Rickman Enterprise Group,13361.40,09/26/2018,No,7,42.358174,-83.23438,"location
(42.358174, -83.23438)",Franklin Park
20529 Strasburg,21034338.,Den-Man Contractors,15759.00,10/17/2018,No,3,42.447773,-82.999475,"location
(42.447773, -82.999475)",Conner Creek
11343 Littlefield,22027480.,Den-Man Contractors,16100.00,10/17/2018,No,7,42.371371,-83.17583,"location
(42.371371, -83.17583)",Barton-McFarland
1933 Beatrice,20012555.,Gayanga Co,8839.98,10/15/2018,No,6,42.272311,-83.150904,"location
(42.272311, -83.150904)",Boynton
18661 Dwyer,13011992.,Gayanga Co,15407.16,10/15/2018,No,3,42.430901,-83.041855,"location
(42.430901, -83.041855)",Grant
9564 Meyers,18018644.,Blue Star,23113.00,09/26/2018,No,7,42.367016,-83.16758,"location
(42.367016, -83.16758)",Barton-McFarland
13851 Mcdougall,09010667.,Gayanga Co,15290.56,10/15/2018,No,3,42.416553,-83.068779,"location
(42.416553, -83.068779)",North Campau
7638 Desoto,16006503.,Able Demolition,32034.34,08/23/2018,No,7,42.401342,-83.147493,"location
(42.401342, -83.147493)",Chalfonte
19257 Harned,13024207.,Leadhead Construction,9898.00,10/23/2018,No,3,42.435164,-83.073947,"location
(42.435164, -83.073947)",Pershing
19361 Dresden,21034882.,Rickman Enterprise Group,19780.10,09/26/2018,No,3,42.437281,-83.000242,"location
(42.437281, -83.000242)",Pulaski
19408 Dresden,21034732.,Rickman Enterprise Group,14904.10,09/26/2018,No,3,42.437962,-82.999576,"location
(42.437962, -82.999576)",Pulaski
7672 Dix,18001477.,Gayanga Co,15696.08,10/15/2018,No,6,42.317315,-83.127382,"location
(42.317315, -83.127382)",Springwells
2775 Honorah,18010198.,Blue Star,15384.00,09/26/2018,No,6,42.317826,-83.126827,"location
(42.317826, -83.126827)",Springwells
9951 Sorrento,22024350.,Blue Star,20512.00,09/26/2018,No,7,42.369182,-83.172072,"location
(42.369182, -83.172072)",Barton-McFarland
12101 Asbury Park,22062143.,Salenbien Trucking & Excavating Inc.,17206.00,10/17/2018,No,7,42.376094,-83.207704,"location
(42.376094, -83.207704)",Plymouth-I96
7675 Stahelin,22083969.,Rickman Enterprise Group,14315.40,09/26/2018,No,7,42.348053,-83.224846,"location
(42.348053, -83.224846)",Warrendale
6891 Greenview,22080711.,Salenbien Trucking & Excavating Inc.,12737.00,10/17/2018,No,7,42.342384,-83.222272,"location
(42.342384, -83.222272)",Warrendale
15461 Rossini Drive,21025003.,Rickman Enterprise Group,10868.55,09/26/2018,No,3,42.443966,-82.962113,"location
(42.443966, -82.962113)",Regent Park
15244 Rossini Drive,21024791.,Salenbien Trucking & Excavating Inc.,21764.40,06/28/2018,No,3,42.443386,-82.964817,"location
(42.443386, -82.964817)",Regent Park
15266 Eastburn,21025610.,Salenbien Trucking & Excavating Inc.,18425.40,08/06/2018,No,3,42.445187,-82.964421,"location
(42.445187, -82.964421)",Regent Park
11591 Rossiter,21058723.002L,DMC Consultants,17218.00,09/16/2018,No,4,42.424782,-82.949981,"location
(42.424782, -82.949981)",Denby
9502 Greensboro,21065269.,Salenbien Trucking & Excavating Inc.,29370.05,08/06/2018,No,4,42.410251,-82.95671,"location
(42.410251, -82.95671)",Outer Drive-Hayes
16771 Rockdale,22114311.,Den-Man Contractors,15129.00,10/17/2018,No,1,42.4127,-83.258868,"location
(42.4127, -83.258868)",Riverdale
15492 Woodingham,16028301.,Blue Star,14115.00,09/26/2018,No,2,42.405739,-83.149288,"location
(42.405739, -83.149288)",Fitzgerald/Marygrove
15401 Bramell,22117828-9,Den-Man Contractors,13850.00,10/17/2018,No,1,42.402206,-83.264774,"location
(42.402206, -83.264774)",Brightmoor
15354 Tuller,16026800.,Blue Star,16264.00,09/26/2018,No,2,42.403445,-83.146941,"location
(42.403445, -83.146941)",Fitzgerald/Marygrove
20467 Keating,09023958.,Leadhead Construction,16300.00,10/21/2018,No,3,42.445583,-83.100977,"location
(42.445583, -83.100977)",Nolan
15761 Chatham,22117157.,Den-Man Contractors,14770.00,10/17/2018,No,1,42.405229,-83.263634,"location
(42.405229, -83.263634)",Brightmoor
9281 Mckinney,21068316.,Salenbien Trucking & Excavating Inc.,15385.00,08/06/2018,No,4,42.410413,-82.950974,"location
(42.410413, -82.950974)",Outer Drive-Hayes
13151 Appoline,22021800.,Den-Man Contractors,12825.00,10/17/2018,No,7,42.384159,-83.169965,"location
(42.384159, -83.169965)",Grand River-I96
11566 Wayburn,21063641.,DMC Consultants,13422.00,09/16/2018,No,4,42.423703,-82.951366,"location
(42.423703, -82.951366)",Denby
