Address,Parcel ID,Council_District,Commercial Building,Latitude,Longitude,Location,Neighborhood
14132 Dolphin,22114709.,1,No,42.38881,-83.258596,"location
(42.38881, -83.258596)",Brightmoor
5063 Maxwell,17008577.,5,No,42.377502,-83.011568,"location
(42.377502, -83.011568)",Gratiot-Grand
5447 Iroquois,17007358.,5,No,42.381706,-83.012079,"location
(42.381706, -83.012079)",Pingree Park
14574 Dolphin,22114755.,1,No,42.394222,-83.258759,"location
(42.394222, -83.258759)",Brightmoor
3778 Maxwell,17008259.,5,No,42.370081,-83.005474,"location
(42.370081, -83.005474)",Gratiot-Grand
5392 Seminole,17007774.,5,No,42.380882,-83.012041,"location
(42.380882, -83.012041)",Pingree Park
3685 Seminole,17008143.,5,No,42.369126,-83.004246,"location
(42.369126, -83.004246)",Pingree Park
5070 Seminole,17007742.,5,No,42.378173,-83.010087,"location
(42.378173, -83.010087)",Pingree Park
15506 Kentucky,16036512.,2,No,42.405877,-83.15844,"location
(42.405877, -83.15844)",Fitzgerald/Marygrove
15764 Kentucky,16036523.,2,No,42.407114,-83.158494,"location
(42.407114, -83.158494)",Fitzgerald/Marygrove
15861 Northlawn,16032297.,2,No,42.40881,-83.153854,"location
(42.40881, -83.153854)",Fitzgerald/Marygrove
5870 Gunston,21036389.,4,No,42.395125,-82.985374,"location
(42.395125, -82.985374)",Chandler Park
3474 Edsel,20014641.,6,No,42.262457,-83.165765,"location
(42.262457, -83.165765)",Boynton
3450 Edsel,20014645.,6,No,42.262737,-83.165531,"location
(42.262737, -83.165531)",Boynton
2528 W Euclid,10001720.,5,No,42.367797,-83.104072,"location
(42.367797, -83.104072)",North LaSalle
15126 Kentfield,22100176.,1,No,42.39989,-83.240195,"location
(42.39989, -83.240195)",Brightmoor
15100 Kentfield,22100173.,1,No,42.399561,-83.240184,"location
(42.399561, -83.240184)",Brightmoor
3217 Edsel,20014584.,6,No,42.264594,-83.163277,"location
(42.264594, -83.163277)",Boynton
6082 Barrett,21036755.,4,No,42.398083,-82.983356,"location
(42.398083, -82.983356)",Chandler Park
6040 Barrett,21036749.,4,No,42.397565,-82.983018,"location
(42.397565, -82.983018)",Chandler Park
8640 Ashton,22074812.,7,No,42.356629,-83.217332,"location
(42.356629, -83.217332)",Warrendale
14811 Kentfield,22100780.,1,No,42.395933,-83.240637,"location
(42.395933, -83.240637)",Brightmoor
2927 Edsel,20014544.,6,No,42.267504,-83.160843,"location
(42.267504, -83.160843)",Boynton
2900 Edsel,20014704.,6,No,42.268004,-83.16107,"location
(42.268004, -83.16107)",Boynton
15744 Greenlawn,16029364.,2,No,42.406871,-83.15041,"location
(42.406871, -83.15041)",Fitzgerald/Marygrove
2525 N La Salle Gardens,10001300.,5,No,42.365091,-83.102356,"location
(42.365091, -83.102356)",LaSalle Gardens
15811 Woodingham,16028907.,2,No,42.407689,-83.14996,"location
(42.407689, -83.14996)",Fitzgerald/Marygrove
2220 Edsel,20014779.,6,No,42.273633,-83.156364,"location
(42.273633, -83.156364)",Boynton
2250 Edsel,20014774.,6,No,42.273283,-83.156656,"location
(42.273283, -83.156656)",Boynton
14168 Dacosta,22115525.,1,No,42.389292,-83.259818,"location
(42.389292, -83.259818)",Brightmoor
14210 Dacosta,22115531.,1,No,42.389852,-83.259836,"location
(42.389852, -83.259836)",Brightmoor
2722 Edsel,20014710.,6,No,42.268575,-83.160593,"location
(42.268575, -83.160593)",Boynton
15101 Dacosta,22115884.,1,No,42.39904,-83.260809,"location
(42.39904, -83.260809)",Brightmoor
14164 Lamphere,22116160.,1,No,42.389178,-83.261035,"location
(42.389178, -83.261035)",Eliza Howell
5702 Seneca,17006744.,5,No,42.382942,-83.011028,"location
(42.382942, -83.011028)",Pingree Park
5444 Seneca,17006737.,5,No,42.382293,-83.010552,"location
(42.382293, -83.010552)",Pingree Park
1663 Blaine,08002334.,5,No,42.373659,-83.095519,"location
(42.373659, -83.095519)",Herman Kiefer
5427 Seneca,17006934.,5,No,42.381873,-83.01094,"location
(42.381873, -83.01094)",Pingree Park
15093 Lamphere,22116522.,1,No,42.39894,-83.262071,"location
(42.39894, -83.262071)",Brightmoor
5475 Seneca,17006926.,5,No,42.382453,-83.01136,"location
(42.382453, -83.01136)",Pingree Park
18432 Santa Rosa,16020227.,2,No,42.426693,-83.143093,"location
(42.426693, -83.143093)",Bagley
5445 Fischer,17005832.,5,No,42.38285,-83.009137,"location
(42.38285, -83.009137)",Gratiot Woods
8600 Patton,22103638.,7,No,42.355737,-83.241606,"location
(42.355737, -83.241606)",Warrendale
8655 Fielding,22103411.,7,No,42.356405,-83.241123,"location
(42.356405, -83.241123)",Warrendale
5668 Stanton,10006787.,5,No,42.35422,-83.093144,"location
(42.35422, -83.093144)",NW Goldberg
14048 Minock,22090776.,1,No,42.388527,-83.232959,"location
(42.388527, -83.232959)",Westwood Park
251 Leicester Ct,01003028.,5,No,42.385218,-83.078322,"location
(42.385218, -83.078322)",North End
15707 Riverdale Dr,22120829.,1,No,42.403994,-83.270568,"location
(42.403994, -83.270568)",Brightmoor
5474 Crane,19009846.,5,No,42.383804,-83.007885,"location
(42.383804, -83.007885)",Gratiot Woods
2962 Electric,20014153.,6,No,42.266913,-83.160821,"location
(42.266913, -83.160821)",Boynton
8686 Vaughan,22097429.,7,No,42.356935,-83.236794,"location
(42.356935, -83.236794)",Warrendale
4799 Rohns,19009454.,5,No,42.378521,-83.003226,"location
(42.378521, -83.003226)",Gratiot Woods
13619 Glastonbury,22082618-9,1,No,42.385924,-83.225101,"location
(42.385924, -83.225101)",Schoolcraft Southfield
4749 Crane,19010157.,5,No,42.377512,-83.004067,"location
(42.377512, -83.004067)",Gratiot Woods
5103 Crane,19010121.,5,No,42.380271,-83.006076,"location
(42.380271, -83.006076)",Gratiot Woods
12311 Santa Rosa,16020836.,7,No,42.379492,-83.141699,"location
(42.379492, -83.141699)",Oakman Blvd Community
8848 E Warren,19001293.,5,No,42.379197,-83.003832,"location
(42.379197, -83.003832)",Gratiot Woods
8672 Brace,22081027.,7,No,42.356995,-83.223266,"location
(42.356995, -83.223266)",Warrendale
13262 Prest,22048555.,1,No,42.384771,-83.196428,"location
(42.384771, -83.196428)",Schoolcraft Southfield
8609 Faust,22079275.,7,No,42.356156,-83.221596,"location
(42.356156, -83.221596)",Warrendale
15732 Virgil,22121053.,1,No,42.404545,-83.271067,"location
(42.404545, -83.271067)",Brightmoor
15483 Beaverland,22118624.,1,No,42.403257,-83.265953,"location
(42.403257, -83.265953)",Brightmoor
14566 Plainview,22093913.,1,No,42.394553,-83.235614,"location
(42.394553, -83.235614)",Westwood Park
5851 Lemay,21041619.,4,No,42.392174,-82.993599,"location
(42.392174, -82.993599)",West End
12881 Stahelin,22083765.,1,No,42.383052,-83.226215,"location
(42.383052, -83.226215)",Schoolcraft Southfield
13957 Sussex,22046843.,1,No,42.388009,-83.195375,"location
(42.388009, -83.195375)",Cadillac Community
13911 Sussex,22046849.,1,No,42.387392,-83.195352,"location
(42.387392, -83.195352)",Cadillac Community
13303 Robson,22044355.,1,No,42.385421,-83.192872,"location
(42.385421, -83.192872)",Schoolcraft Southfield
8629 Auburn,22092868.,7,No,42.356219,-83.233813,"location
(42.356219, -83.233813)",Warrendale
2935 Bassett,20011227.,6,No,42.264009,-83.153678,"location
(42.264009, -83.153678)",Boynton
5573 Lenox,21049929.,4,No,42.397012,-82.969196,"location
(42.397012, -82.969196)",Chandler Park
5337 French Rd,21040330.,4,No,42.388822,-82.993776,"location
(42.388822, -82.993776)",West End
8866 E Canfield,19001153.,5,No,42.375239,-83.000554,"location
(42.375239, -83.000554)",Gratiot Woods
13503 Longacre,22070611.,1,No,42.384568,-83.215297,"location
(42.384568, -83.215297)",Schoolcraft Southfield
2510 Elmhurst,10003356.,5,No,42.385235,-83.114938,"location
(42.385235, -83.114938)",Dexter-Linwood
3443 Liddesdale,20013415.,6,No,42.261456,-83.162615,"location
(42.261456, -83.162615)",Boynton
3107 Annabelle,20012972.,6,No,42.264307,-83.158914,"location
(42.264307, -83.158914)",Boynton
13256 Robson,22043582.,1,No,42.384787,-83.192095,"location
(42.384787, -83.192095)",Schoolcraft Southfield
13249 Strathmoor,22038496.,1,No,42.384935,-83.187665,"location
(42.384935, -83.187665)",Schoolcraft Southfield
13310 Strathmoor,22037747.,1,No,42.385722,-83.187039,"location
(42.385722, -83.187039)",Schoolcraft Southfield
2546 Tuxedo,10003273.,5,No,42.384198,-83.114968,"location
(42.384198, -83.114968)",Dexter-Linwood
2526 Tuxedo,10003275.,5,No,42.3843,-83.114695,"location
(42.3843, -83.114695)",Dexter-Linwood
2516 Tuxedo,10003277.,5,No,42.384383,-83.114471,"location
(42.384383, -83.114471)",Dexter-Linwood
2468 Tuxedo,10003284.,5,No,42.38468,-83.113678,"location
(42.38468, -83.113678)",Dexter-Linwood
2474 Tuxedo,10003283.,5,No,42.384643,-83.113777,"location
(42.384643, -83.113777)",Dexter-Linwood
2500 Tuxedo,10003280.,5,No,42.384495,-83.114174,"location
(42.384495, -83.114174)",Dexter-Linwood
13272 Hubbell,22038913.,1,No,42.385145,-83.188042,"location
(42.385145, -83.188042)",Schoolcraft Southfield
11168 W Outer Drive,22125801.,1,No,42.398132,-83.250104,"location
(42.398132, -83.250104)",Brightmoor
13286 Hubbell,22038915.,1,No,42.385364,-83.188049,"location
(42.385364, -83.188049)",Schoolcraft Southfield
4085 Townsend,17012348.,5,No,42.370142,-83.013126,"location
(42.370142, -83.013126)",Gratiot-Grand
13367 Lauder,22042504.,1,No,42.386367,-83.190756,"location
(42.386367, -83.190756)",Schoolcraft Southfield
13338 Lauder,22041799.,1,No,42.386057,-83.190122,"location
(42.386057, -83.190122)",Schoolcraft Southfield
13320 Lauder,22041796.,1,No,42.385728,-83.19011,"location
(42.385728, -83.19011)",Schoolcraft Southfield
13236 Terry,22042917.,1,No,42.384598,-83.191069,"location
(42.384598, -83.191069)",Schoolcraft Southfield
13946 Coyle,22044857.,1,No,42.387933,-83.194189,"location
(42.387933, -83.194189)",Cadillac Community
14634 Schoolcraft,22041810.,1,No,42.387476,-83.189654,"location
(42.387476, -83.189654)",Cadillac Community
17159 Gitre,21031006.,3,No,42.425829,-82.99042,"location
(42.425829, -82.99042)",Von Steuben
13919 Robson,22044337.,1,No,42.387598,-83.19291,"location
(42.387598, -83.19291)",Cadillac Community
21735 Lyndon,22010085.,1,No,42.392836,-83.256049,"location
(42.392836, -83.256049)",Brightmoor
2523 Monterey,10003394.,5,No,42.385472,-83.115345,"location
(42.385472, -83.115345)",Dexter-Linwood
2546 Monterey,10003436.,5,No,42.385676,-83.116007,"location
(42.385676, -83.116007)",Dexter-Linwood
2486 Monterey,10003443.,5,No,42.386045,-83.115015,"location
(42.386045, -83.115015)",Dexter-Linwood
2100 Central,18009667.,6,No,42.311544,-83.123161,"location
(42.311544, -83.123161)",Springwells
2469 Monterey,10003385-6,5,No,42.385797,-83.114477,"location
(42.385797, -83.114477)",Dexter-Linwood
15095 Dolphin,22114995.,1,No,42.398951,-83.259594,"location
(42.398951, -83.259594)",Brightmoor
14890 Pierson,22106473.,1,No,42.396978,-83.245484,"location
(42.396978, -83.245484)",Brightmoor
3333 Annabelle,20012995.,6,No,42.262307,-83.1606,"location
(42.262307, -83.1606)",Boynton
3357 Annabelle,20012999.,6,No,42.262029,-83.160836,"location
(42.262029, -83.160836)",Boynton
19970 Carrie,15008321.,3,No,42.442315,-83.030318,"location
(42.442315, -83.030318)",Sherwood
1609 Livernois,18007144.,6,No,42.313386,-83.10879,"location
(42.313386, -83.10879)",Central Southwest
15066 Chatham,22116910.,1,No,42.398553,-83.262623,"location
(42.398553, -83.262623)",Brightmoor
15482 Sorrento,22023591.,2,No,42.405221,-83.172413,"location
(42.405221, -83.172413)",Bethune Community
5445 Crane,19010083.,5,No,42.383219,-83.008201,"location
(42.383219, -83.008201)",Gratiot Woods
8062 E Canfield,17000460.,5,No,42.372074,-83.008348,"location
(42.372074, -83.008348)",Gratiot-Grand
5545 Hillsboro,16003868.,6,No,42.360556,-83.132862,"location
(42.360556, -83.132862)",Midwest
15667 E State Fair,21024550.,3,No,42.4431,-82.959542,"location
(42.4431, -82.959542)",Regent Park
2674 Monterey,10003426.,5,No,42.385036,-83.118317,"location
(42.385036, -83.118317)",Dexter-Linwood
2666 Monterey,10003427.,5,No,42.385079,-83.118201,"location
(42.385079, -83.118201)",Dexter-Linwood
4828 Rohns,19009093.,5,No,42.379248,-83.00273,"location
(42.379248, -83.00273)",Gratiot Woods
14469 Longview,21007810.,4,No,42.411489,-82.967291,"location
(42.411489, -82.967291)",Outer Drive-Hayes
3795 Bassett,20011316.,6,No,42.256318,-83.160127,"location
(42.256318, -83.160127)",Boynton
18424 Hickory,21030233.,3,No,42.429849,-82.987013,"location
(42.429849, -82.987013)",Franklin
17130 Mitchell,09010891.,3,No,42.419189,-83.071025,"location
(42.419189, -83.071025)",Cadillac Heights
17122 Mitchell,09010890.,3,No,42.419115,-83.070976,"location
(42.419115, -83.070976)",Cadillac Heights
14848 Prest,22048593.,1,No,42.397486,-83.197002,"location
(42.397486, -83.197002)",Hubbell-Lyndon
14832 Prest,22048591.,1,No,42.397288,-83.196993,"location
(42.397288, -83.196993)",Hubbell-Lyndon
21485 Pickford,22015496.002L,1,No,42.424002,-83.255097,"location
(42.424002, -83.255097)",Holcomb Community
6727 Plainview,22094839.,7,No,42.33994,-83.234308,"location
(42.33994, -83.234308)",Warrendale
7706 Ashton,22074743.,7,No,42.348574,-83.217033,"location
(42.348574, -83.217033)",Warrendale
8617 Prairie,16023574.,6,No,42.358003,-83.143516,"location
(42.358003, -83.143516)",Midwest
13128 Meyers,16045898.,7,No,42.383861,-83.168224,"location
(42.383861, -83.168224)",Grand River-I96
8664 Ashton,22074815.,7,No,42.356917,-83.21734,"location
(42.356917, -83.21734)",Warrendale
8458 Ashton,22074800.,7,No,42.355204,-83.217288,"location
(42.355204, -83.217288)",Warrendale
8027 Stout,22102118.,7,No,42.35076,-83.239706,"location
(42.35076, -83.239706)",Warrendale
14850 Tuller,16026784.,7,No,42.398852,-83.146582,"location
(42.398852, -83.146582)",Chalfonte
4743 Mcclellan,19007170.,5,No,42.37921,-82.999567,"location
(42.37921, -82.999567)",Gratiot Woods
11625 Indiana,18015559.,7,No,42.373932,-83.156751,"location
(42.373932, -83.156751)",Grand River-I96
7727 Auburn,22092932.,7,No,42.348625,-83.233494,"location
(42.348625, -83.233494)",Warrendale
7741 Auburn,22092930.,7,No,42.348817,-83.2335,"location
(42.348817, -83.2335)",Warrendale
8053 Greenlawn,18014076.,6,No,42.352744,-83.148942,"location
(42.352744, -83.148942)",Barton-McFarland
8279 Auburn,22092895.,7,No,42.353341,-83.2337,"location
(42.353341, -83.2337)",Warrendale
8303 Auburn,22092891.,7,No,42.353657,-83.233713,"location
(42.353657, -83.233713)",Warrendale
18044 Norwood,13022086.,3,No,42.426554,-83.06601,"location
(42.426554, -83.06601)",Conant Gardens
5078 Seyburn,17010773.,5,No,42.376738,-83.014115,"location
(42.376738, -83.014115)",Gratiot-Grand
4143 Van Dyke,17010155.,5,No,42.370363,-83.009009,"location
(42.370363, -83.009009)",Gratiot-Grand
2644 Liddesdale,20013535.,6,No,42.268573,-83.157885,"location
(42.268573, -83.157885)",Boynton
1995 Hazelwood,08002511.,5,No,42.373914,-83.099964,"location
(42.373914, -83.099964)",North LaSalle
5069 Baldwin,17011497.,5,No,42.375991,-83.01568,"location
(42.375991, -83.01568)",Gratiot-Grand
4825 Seyburn,17010816.,5,No,42.37493,-83.013635,"location
(42.37493, -83.013635)",Gratiot-Grand
4817 Seyburn,17010817.,5,No,42.374856,-83.013585,"location
(42.374856, -83.013585)",Gratiot-Grand
4727 Seyburn,17010832.,5,No,42.373749,-83.012849,"location
(42.373749, -83.012849)",Gratiot-Grand
9578 Vaughan,22097497.,7,No,42.365895,-83.236934,"location
(42.365895, -83.236934)",Franklin Park
17660 Westbrook,22109871.,1,No,42.421146,-83.250867,"location
(42.421146, -83.250867)",Holcomb Community
4796 Baldwin,17011289.,5,No,42.374457,-83.013901,"location
(42.374457, -83.013901)",Gratiot-Grand
8059 Westwood,22090216.,7,No,42.351326,-83.231176,"location
(42.351326, -83.231176)",Warrendale
4529 Field,15007330.,5,No,42.371442,-83.016552,"location
(42.371442, -83.016552)",Gratiot-Grand
2719 Inglis,20007273.,6,No,42.315017,-83.131674,"location
(42.315017, -83.131674)",Springwells
5309 Drexel,21050784.,4,No,42.396128,-82.967464,"location
(42.396128, -82.967464)",Chandler Park
3730 W Davison,14005506.,7,No,42.38977,-83.131752,"location
(42.38977, -83.131752)",Oakman Blvd Community
4201 TUXEDO,14004021.,7,No,42.37841,-83.128971,"location
(42.37841, -83.128971)",Nardin Park
1941 Gladstone,08002421.,5,No,42.373439,-83.098511,"location
(42.373439, -83.098511)",North LaSalle
6287 ROHNS,19009314.,5,No,42.390669,-83.012312,"location
(42.390669, -83.012312)",Airport Sub
8084 E Mcnichols,17004224.,3,No,42.419242,-83.021972,"location
(42.419242, -83.021972)",Airport Sub
273 W Nevada,01005379.,2,No,42.42391,-83.107064,"location
(42.42391, -83.107064)",Grixdale Farms
15805 14TH ST,08009309.,2,No,42.40895,-83.120632,"location
(42.40895, -83.120632)",Pilgrim Village
15863 LOG CABIN,08009630.,2,No,42.408805,-83.121805,"location
(42.408805, -83.121805)",Pilgrim Village
1963 Monterey,08003598.,5,No,42.387893,-83.108832,"location
(42.387893, -83.108832)",Dexter-Linwood
2967 Elmhurst,12003585.,5,No,42.382723,-83.120042,"location
(42.382723, -83.120042)",Dexter-Linwood
13447 St Louis,13011556-62,3,No,42.416242,-83.039704,"location
(42.416242, -83.039704)",Davison
14967 TRACEY,22031919.,2,No,42.399609,-83.180395,"location
(42.399609, -83.180395)",Bethune Community
16919 LESURE,22033092-103,2,No,42.416041,-83.182168,"location
(42.416041, -83.182168)",Harmony Village
11514 FINDLAY,21012973-4,4,No,42.413154,-83.000266,"location
(42.413154, -83.000266)",Gratiot-Findlay
19960 Mccormick,21080155.,4,No,42.428752,-82.936968,"location
(42.428752, -82.936968)",Moross-Morang
19499 STOUT,22101558.,1,No,42.434505,-83.24369,"location
(42.434505, -83.24369)",Evergreen Lahser 7/8
21311 CLARITA,22015825.,1,No,42.426094,-83.252329,"location
(42.426094, -83.252329)",Holcomb Community
12799 MARK TWAIN,22037411.,1,No,42.383015,-83.186285,"location
(42.383015, -83.186285)",Schoolcraft Southfield
5576 Cadillac,19005124.,4,No,42.387242,-82.999689,"location
(42.387242, -82.999689)",West End
5058 LENOX,21049821.,4,No,42.393835,-82.966293,"location
(42.393835, -82.966293)",Chandler Park
929 CONTINENTAL,21048178.,4,No,42.369177,-82.954267,"location
(42.369177, -82.954267)",Jefferson Chalmers
17226 FENTON,22123658.,1,No,42.416275,-83.282078,"location
(42.416275, -83.282078)",The Eye
6534 Plainview,22093558.,7,No,42.339189,-83.233602,"location
(42.339189, -83.233602)",Warrendale
3631 S DEACON,20012309-10,6,No,42.258512,-83.160903,"location
(42.258512, -83.160903)",Boynton
12951 WESTBROOK,22110332.,1,No,42.383472,-83.250389,"location
(42.383472, -83.250389)",Brightmoor
14855 BRAMELL,22117880.,1,No,42.396215,-83.264542,"location
(42.396215, -83.264542)",Brightmoor
15341 BEAVERLAND,22118645.,1,No,42.401179,-83.265871,"location
(42.401179, -83.265871)",Brightmoor
16240 Strathmoor,22037922.,1,No,42.411136,-83.187727,"location
(42.411136, -83.187727)",Hubbell-Puritan
63 Woodland,01003635.,5,No,42.393391,-83.087331,"location
(42.393391, -83.087331)",Gateway Community
5929 St Hedwig,16001409.,6,No,42.326412,-83.112991,"location
(42.326412, -83.112991)",Central Southwest
291 Woodland,01003658.,5,No,42.394694,-83.083898,"location
(42.394694, -83.083898)",Gateway Community
356 Woodland,01003597.,5,No,42.39463,-83.082489,"location
(42.39463, -83.082489)",Gateway Community
638 Woodland,03002937.,5,No,42.39563,-83.079846,"location
(42.39563, -83.079846)",Gateway Community
1642 Burlingame,06003084.,5,No,42.386579,-83.103817,"location
(42.386579, -83.103817)",Dexter-Linwood
17305 Asbury Park,22061862.,2,No,42.4177,-83.209396,"location
(42.4177, -83.209396)",College Park
3146 Military,16015992.,6,No,42.325528,-83.114311,"location
(42.325528, -83.114311)",Central Southwest
17541 Vaughan,22098165.,1,No,42.419811,-83.239652,"location
(42.419811, -83.239652)",Holcomb Community
587 Englewood,03002921.,5,No,42.394952,-83.080485,"location
(42.394952, -83.080485)",Gateway Community
557 Englewood,03002916.,5,No,42.394765,-83.080979,"location
(42.394765, -83.080979)",Gateway Community
545 Englewood,03002914.,5,No,42.39469,-83.081177,"location
(42.39469, -83.081177)",Gateway Community
527 Englewood,03002911.,5,No,42.394578,-83.081474,"location
(42.394578, -83.081474)",Gateway Community
662 Trowbridge,03002747.,5,No,42.392531,-83.077284,"location
(42.392531, -83.077284)",Gateway Community
1609 Lawrence,06002952.,5,No,42.385276,-83.102298,"location
(42.385276, -83.102298)",Dexter-Linwood
1701 Lawrence,06002965.,5,No,42.384731,-83.103813,"location
(42.384731, -83.103813)",Dexter-Linwood
1709 Lawrence,06002966.,5,No,42.384689,-83.103929,"location
(42.384689, -83.103929)",Dexter-Linwood
17378 Ferguson,22063325.,2,No,42.41874,-83.209833,"location
(42.41874, -83.209833)",College Park
17399 Evergreen,22096209.,1,No,42.418858,-83.238668,"location
(42.418858, -83.238668)",Holcomb Community
1634 Elmhurst,06003258.,5,No,42.388956,-83.106149,"location
(42.388956, -83.106149)",Dexter-Linwood
546 Rosedale Ct,03002849.,5,No,42.39342,-83.080325,"location
(42.39342, -83.080325)",Gateway Community
7650 Helen,15009008.,3,No,42.386423,-83.029769,"location
(42.386423, -83.029769)",Airport Sub
572 Harmon,03002795.,5,No,42.392788,-83.079278,"location
(42.392788, -83.079278)",Gateway Community
7700 Ashton,22074742.,7,No,42.348465,-83.21703,"location
(42.348465, -83.21703)",Warrendale
627 Belmont,03002743.,5,No,42.391921,-83.077537,"location
(42.391921, -83.077537)",Gateway Community
17200 Archdale,22071356.,2,No,42.417093,-83.216415,"location
(42.417093, -83.216415)",College Park
1677 Monterey,06003296.,5,No,42.38899,-83.107039,"location
(42.38899, -83.107039)",Dexter-Linwood
17200 Asbury Park,22061470-1,2,No,42.417328,-83.208729,"location
(42.417328, -83.208729)",College Park
19149 Hubbell,22039730.,2,No,42.431487,-83.190294,"location
(42.431487, -83.190294)",Seven Mile Lodge
324 Englewood,01003515.,5,No,42.39361,-83.082445,"location
(42.39361, -83.082445)",Gateway Community
5220 Canyon,21078557.002L,4,No,42.413716,-82.916661,"location
(42.413716, -82.916661)",Cornerstone Village
12555 Racine,21033592.,4,No,42.420631,-82.993794,"location
(42.420631, -82.993794)",LaSalle College Park
9434 Woodside,16018484.,6,No,42.365763,-83.137148,"location
(42.365763, -83.137148)",Midwest
525 Leicester Ct,03002556.,5,No,42.386117,-83.07588,"location
(42.386117, -83.07588)",North End
1656 Collingwood,06002873.,5,No,42.384668,-83.102848,"location
(42.384668, -83.102848)",Dexter-Linwood
1698 Collingwood,06002867.,5,No,42.384415,-83.103551,"location
(42.384415, -83.103551)",Dexter-Linwood
6876 Clayton,18001707.,6,No,42.326242,-83.125649,"location
(42.326242, -83.125649)",Claytown
16881 Ferguson,22063755.,1,No,42.415114,-83.210279,"location
(42.415114, -83.210279)",Crary/St Marys
17141 Harlow,22070132.,2,No,42.416332,-83.215971,"location
(42.416332, -83.215971)",College Park
17151 Harlow,22070131.,2,No,42.416441,-83.215974,"location
(42.416441, -83.215974)",College Park
17603 Vaughan,22098157.001,1,No,42.420675,-83.239689,"location
(42.420675, -83.239689)",Holcomb Community
561 Owen,03002514.,5,No,42.385587,-83.074734,"location
(42.385587, -83.074734)",North End
4887 Marseilles,21077742.001,4,No,42.408583,-82.921318,"location
(42.408583, -82.921318)",Cornerstone Village
17615 Evergreen,22096191-2,1,No,42.420841,-83.238743,"location
(42.420841, -83.238743)",Holcomb Community
17623 Evergreen,22096189-90,1,No,42.420988,-83.23874,"location
(42.420988, -83.23874)",Holcomb Community
602 Josephine,03002450.,5,No,42.38466,-83.073211,"location
(42.38466, -83.073211)",North End
4342 Neff,21076158.001,4,No,42.403609,-82.921724,"location
(42.403609, -82.921724)",Cornerstone Village
9197 Kensington,21072921.,4,No,42.414568,-82.943638,"location
(42.414568, -82.943638)",Yorkshire Woods
9623 Cameron,05004477.,5,No,42.390372,-83.073696,"location
(42.390372, -83.073696)",North End
3719 Ellery,13010098-9,5,No,42.36131,-83.025152,"location
(42.36131, -83.025152)",McDougall-Hunt
851 Collingwood,04002903.,5,No,42.387455,-83.093556,"location
(42.387455, -83.093556)",Gateway Community
10011 Morley,18005754.,7,No,42.366723,-83.158534,"location
(42.366723, -83.158534)",Barton-McFarland
1200 Calvert,06002802.,5,No,42.385636,-83.097162,"location
(42.385636, -83.097162)",Gateway Community
887 Collingwood,04002908.,5,No,42.387202,-83.094235,"location
(42.387202, -83.094235)",Gateway Community
881 Collingwood,04002907.,5,No,42.387253,-83.094098,"location
(42.387253, -83.094098)",Gateway Community
5474 15th St,10005545-6,5,No,42.353751,-83.090304,"location
(42.353751, -83.090304)",NW Goldberg
748 Calvert,04002858.,5,No,42.387574,-83.091952,"location
(42.387574, -83.091952)",Gateway Community
15700 Mansfield,22057259.,1,No,42.405121,-83.205019,"location
(42.405121, -83.205019)",Crary/St Marys
5511 Radnor,21078410.,4,No,42.413613,-82.921189,"location
(42.413613, -82.921189)",Cornerstone Village
17560 Ferguson,22063338.,2,No,42.420381,-83.209894,"location
(42.420381, -83.209894)",College Park
18001 Rutherford,22056367.,2,No,42.421243,-83.205215,"location
(42.421243, -83.205215)",College Park
7118 W Lafayette,18000553.,6,No,42.304873,-83.114293,"location
(42.304873, -83.114293)",Central Southwest
7238 Lane,18000936.,6,No,42.309715,-83.11922,"location
(42.309715, -83.11922)",Springwells
15700 Forrer,22053991-2,1,No,42.405473,-83.201311,"location
(42.405473, -83.201311)",Crary/St Marys
581 Holbrook,03002429.,5,No,42.384052,-83.073492,"location
(42.384052, -83.073492)",North End
12801 Mettetal,22060628.,1,No,42.382345,-83.20672,"location
(42.382345, -83.20672)",Schoolcraft Southfield
1139 Green,18009088.,6,No,42.305678,-83.115809,"location
(42.305678, -83.115809)",Central Southwest
14906 Winthrop,22051825.,1,No,42.398228,-83.199624,"location
(42.398228, -83.199624)",Grand River-St Marys
16930 Griggs,16041203-4,2,No,42.416343,-83.163233,"location
(42.416343, -83.163233)",Fitzgerald/Marygrove
15860 Cherrylawn,16032837.,2,No,42.408806,-83.154298,"location
(42.408806, -83.154298)",Fitzgerald/Marygrove
15804 Petoskey,12012942.,2,No,42.407825,-83.139146,"location
(42.407825, -83.139146)",Pilgrim Village
16139 Petoskey,12012972.,2,No,42.410547,-83.13977,"location
(42.410547, -83.13977)",Martin Park
3022 Montgomery,12001667.,5,No,42.363398,-83.108248,"location
(42.363398, -83.108248)",Wildemere Park
9228 Longworth,20002962.,6,No,42.301778,-83.134046,"location
(42.301778, -83.134046)",Springwells
15753 Cloverlawn,16031304.,2,No,42.40699,-83.152794,"location
(42.40699, -83.152794)",Fitzgerald/Marygrove
1698 Calvert,06002759.,5,No,42.383557,-83.102933,"location
(42.383557, -83.102933)",Dexter-Linwood
1687 Calvert,08003215.,5,No,42.38317,-83.102415,"location
(42.38317, -83.102415)",Dexter-Linwood
4101 Ashland,21062298.,4,No,42.389787,-82.950809,"location
(42.389787, -82.950809)",Fox Creek
510 King,03002373.,5,No,42.382406,-83.073862,"location
(42.382406, -83.073862)",North End
